name,image,classification,street_name_address,parking,info,call,hardness,latitude
장암사,0,지역사찰,대구 수성구 파동로51길 110-70,,,-,128.6105487,35.81583099
대구국제바디페인팅페스티벌,0,지역축제,대구 달서구 공원순환로 46,,,053-803-3881,128.5560774,35.85115097
대구약령시문화거리,0,먹거리/패션거리,대구 중구 남성로 158-1,,,-,128.5899767,35.86781971
선물의집갤럭시,0,토속/특산물/기념품매장,대구 중구 국채보상로 460-9,,,053-252-2642,128.5813687,35.87009588
첨백당,0,서원/향교/서당,대구 동구 도평로116길 192-7,,,-,128.6933436,35.92855126
체화당,0,서원/향교/서당,대구 북구 연암공원로 9,,,-,128.5963499,35.89207986
달비달맞이축제,0,지역축제,대구 달서구 도원동 886-1,,,053-635-9000,128.5487595,35.80010753
태봉지,0,지역호수/저수지,대구 달성군 유가읍 가태리,,,-,128.4788786,35.64789331
갈산지,0,지역호수/저수지,대구 달성군 유가읍 본말리,,,-,128.4832351,35.64439701
초곡지,0,지역호수/저수지,대구 달성군 유가읍 초곡리,,,-,128.4745522,35.7186068
가창호,0,지역호수/저수지,대구 달성군 가창면 오리 990,,,-,128.6100602,35.79909778
매낙지,0,지역호수/저수지,대구 달성군 하빈면 감문리,,,-,128.4426433,35.89343981
동곡지,0,지역호수/저수지,대구 동구 동내동,,,-,128.7381487,35.88669181
진인1지,0,지역호수/저수지,대구 동구 진인동 산 135,,,-,128.7209092,35.95180927
선정심인당,0,지역사찰,대구 서구 달서로 23,,,054-567-0962,128.5709567,35.86435288
천수암,0,지역사찰,대구 달서구 송현로8길 34,,,010-9379-1848,128.4983292,35.71300837
보원심인당,0,지역사찰,대구 달서구 대명천로6길 14,,,053-652-1023,128.5569085,35.83994257
동성로로데오거리,0,먹거리/패션거리,대구 중구 삼덕동1가 83,,,-,128.5980195,35.8672607
신언사,0,지역사찰,대구 수성구 청호로96안길 60-13,,,053-741-5212,128.6454487,35.85531004
원기사,0,지역사찰,대구 달서구 상인동 산 25-1,,,053-632-1444,128.5733937,35.81299844
떡전골목,0,먹거리/패션거리,대구 중구 계산동2가 263-5,,,-,128.592321,35.86657752
성원사,0,지역사찰,대구 중구 큰장로26길 25,,,053-252-1853,128.7013951,35.95477737
유산지,0,지역호수/저수지,대구 달성군 구지면 유산리 60,,,-,128.435648,35.62867902
진불사,0,지역사찰,대구 달서구 달구벌대로276길 96,,,053-582-8842,128.6926369,35.8737128
북지장사,0,지역사찰,대구 동구 도장길 243,,,053-985-5217,128.7153135,35.9760863
모은사,0,지역사찰,대구 달성군 유가읍 유가북길 301,,,-,128.4753132,35.71740521
영암사,0,지역사찰,대구 달서구 장기로26길 69,,,053-657-2533,128.5476312,35.84652314
대견사,0,지역사찰,대구 달성군 유가읍 일연선사길 177,,,053-746-0020,128.5298745,35.69638929
구룡사,0,지역사찰,대구 달서구 이곡서로 66 4층,,,053-582-5017,128.6538683,35.91279362
해운정사,0,지역사찰,대구 달서구 송현동2길 35,,,053-621-6237,128.5480196,35.82945869
봉리단길,0,먹거리/패션거리,대구 중구 대봉동,,,-,128.6015766,35.8582218
금도깨비,0,토속/특산물/기념품매장,대구 중구 명륜로 32-1 1층,,,053-422-0222,128.589698,35.8647306
승원심인당,0,지역사찰,대구 중구 국채보상로143길 72,,,053-425-4951,128.608856,35.8720505
김광석다시그리기로,0,일반유원지/일반놀이공원,대구 중구 대봉동 6-11,,,-,128.6069438,35.86035154
국제그린에너지엑스포,0,지역축제,대구 북구 엑스코로 10,,,053-601-5371,128.6128483,35.90715268
이천동고미술품거리,0,먹거리/패션거리,대구 남구 이천동 412-8,,,-,128.5985163,35.85311523
수성못,0,지역호수/저수지,대구 수성구 두산동 526,,,-,128.6173373,35.82761647
불승심인당,0,지역사찰,대구 북구 중앙대로118길 27,,,053-425-1993,128.5984841,35.88426918
병암서원,0,서원/향교/서당,대구 달서구 새방로 21,,,053-428-9980,128.5208025,35.86110329
이락서당,0,서원/향교/서당,대구 달서구 파호동,,,-,128.4730459,35.85406376
송담서원,0,서원/향교/서당,대구 달성군 구지면 구지서로 530-47,,,-,128.3597878,35.69640456
애꽃지,0,지역호수/저수지,대구 달성군 가창면 삼산리,,,-,128.6660096,35.73377762
신용지,0,지역호수/저수지,대구 동구 신용동,,,-,128.6502039,35.98100617
대한불교선조계종,0,지역사찰,대구 서구 당산로 273,,,-,128.6077091,35.83523467
북성공구골목,0,먹거리/패션거리,대구 중구 태평로3가,,,-,128.5909957,35.8744941
달성보전망대,0,일반관광지,대구 달성군 논공읍 하리 899,,,-,128.417117,35.73673922
삼성상회터,0,일반관광지,대구 중구 달성로 100,,,-,128.5823497,35.87417744
정토사,0,지역사찰,대구 수성구 무학로11길 20,,,053-761-8676,128.6145578,35.83048311
용문사,0,유명사찰,대구 달성군 화원읍 화원휴양림길 132,,,053-631-9390,128.539226,35.76890894
시경심인당,0,지역사찰,대구 수성구 달구벌대로 2279,,,053-752-4688,128.6119687,35.86063303
첨모재,0,서원/향교/서당,대구 수성구 청호로46길 5-3,,,-,128.5500548,35.80887559
해원사,0,지역사찰,대구 북구 관음로 157,,,053-323-4546,128.5424717,35.94469702
대동지,0,지역호수/저수지,대구 달성군 현풍읍 대리,,,-,128.4238154,35.66653066
금봉지,0,지역호수/저수지,대구 달성군 논공읍 금포리,,,-,128.4313992,35.77808266
감문지,0,지역호수/저수지,대구 달성군 하빈면 감문리,,,-,128.4301862,35.88967478
보령사,0,지역사찰,대구 중구 명덕로 127 3층,,,053-767-2214,128.6443989,35.72178634
명적암,0,지역사찰,대구 달성군 옥포읍 용연사길 240,,,-,128.5267418,35.74187026
한천서원,0,서원/향교/서당,대구 달성군 가창면 가창동로 117,,,-,128.6544193,35.77973183
덕암사,0,지역사찰,대구 북구 구리로34길 27,,,-,128.5753537,35.94671137
미싱골목,0,먹거리/패션거리,대구 중구 대신동 69-11,,,-,128.5802056,35.87151702
장기동먹거리촌,0,먹거리/패션거리,대구 달서구 장기동 822-15,,,-,128.5302665,35.8419056
의현사,0,지역사찰,대구 북구 검단동 1328,,,-,128.630389,35.91169863
고산서당,0,서원/향교/서당,대구 수성구 성동 산 22,,,-,128.7182047,35.85253312
수리지,0,지역호수/저수지,대구 달성군 구지면 수리리 227,,,-,128.4005705,35.6717343
구름지,0,지역호수/저수지,대구 수성구 삼덕동,,,-,128.6569628,35.82928311
상당지,0,지역호수/저수지,대구 달성군 하빈면 기곡리,,,-,128.4514081,35.92322876
일광사,0,지역사찰,대구 달서구 장산2길 33,,,010-2213-5643,128.5726384,35.83136116
수정사,0,지역사찰,대구 달성군 화원읍 사문진로4길 19,,,053-635-7447,128.4862402,35.80872377
대륜사,0,지역사찰,대구 동구 팔공로209길 51,,,053-985-5289,128.6944532,35.95485036
보덕사,0,지역사찰,대구 달서구 성서동로65길 70,,,053-583-4006,128.4396055,35.70584574
장미꽃필무렵축제,0,지역축제,대구 달서구 이곡동 1306-6,,,-,128.5147708,35.85810257
대구뷰티엑스포,0,지역축제,대구 북구 산격동 1676,,,-,128.6129592,35.90719953
보국사,0,지역사찰,대구 서구 문화로 289-6,,,053-556-4271,128.4793698,35.77997624
소재사,0,지역사찰,대구 달성군 유가읍 일연선사길 77,,,-,128.5103567,35.6915715
불은사,0,유명사찰,대구 수성구 용학로 145-3,,,053-784-1551,128.4490216,35.90130563
일신양산,0,토속/특산물/기념품매장,대구 동구 신평로 114,,,053-963-6848,128.6980633,35.87002897
정법사,0,유명사찰,대구 동구 동북로 397,,,053-943-2228,128.6315215,35.88720996
송호지,0,지역호수/저수지,대구 동구 상매동,,,-,128.7056931,35.89015789
유가사,0,유명사찰,대구 달성군 유가읍 유가사길 161,,,053-614-5115,128.5077116,35.71272028
안산못,0,지역호수/저수지,대구 달성군 유가읍 한정리,,,-,128.46366,35.65185499
금동지,0,지역호수/저수지,대구 달성군 유가읍 용금공단길 12-4,,,-,128.4660167,35.67950099
김흥3지,0,지역호수/저수지,대구 달성군 옥포읍 김흥리,,,-,128.490807,35.73648427
용수지,0,지역호수/저수지,대구 동구 용수동,,,-,128.6755108,35.98024104
임휴사,0,지역사찰,대구 달서구 앞산순환로 12-25,,,-,128.5607723,35.8105254
아미사,0,지역사찰,대구 동구 팔공로91길 14,,,-,128.6444372,35.94075329
청수사,0,지역사찰,대구 수성구 달구벌대로504길 22,,,-,128.6378915,35.85675124
백원서원,0,서원/향교/서당,대구 동구 도평로51길 18,,,-,128.6629383,35.92066092
용연사벚꽃길,0,먹거리/패션거리,대구 달성군 옥포읍 기세리,,,-,128.4733048,35.78659751
주컬렉션,0,토속/특산물/기념품매장,대구 동구 송라로 31,,,-,128.6198262,35.87009576
